Variable Name,Label,Value Labels,Level,Role,Type of data,Full Question
Q2_OVERALL_162_5,"Q2_OVERALL_162:Deposit & Cashout ((ease, methods, time)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_162_6,"Q2_OVERALL_162:Jackpots / (Tournament Prize) (size, frequency, variety)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASHOUT_163_1,Q2_CASHOUT_163:Cashout time,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>cashout</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASHOUT_163_2,Q2_CASHOUT_163:Reverse time,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>cashout</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASHOUT_163_3,Q2_CASHOUT_163:Weekend cashouts,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>cashout</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_WITHDRAWAL_163_1,Q2_WITHDRAWAL_163:Withdrawal methods,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>withdrawals</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_WITHDRAWAL_163_2,Q2_WITHDRAWAL_163:Withdrawal speed,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>withdrawals</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_WITHDRAWAL_163_3,Q2_WITHDRAWAL_163:Withdrawal limit,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>withdrawals</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_163_1,Q2_BONUS_163:No-deposit bonus,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_163_2,Q2_BONUS_163:Deposit bonus,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_163_3,Q2_BONUS_163:Free Spins,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_163_4,Q2_BONUS_163:Wagering requirements,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_LOYALTY_163_1,Q2_LOYALTY_163:Existing users promotions,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_LOYALTY_163_2,Q2_LOYALTY_163:Loyalty / VIP program,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_163_1,Q2_CS_163:24/7 support,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_163_2,Q2_CS_163:Toll-free phone,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_163_3,Q2_CS_163:Multi lingual,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_163_4,Q2_CS_163:Responsiveness to complaints,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_163_5,Q2_CS_163:Live chat,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_MOBILE_163_1,Q2_MOBILE_163:App,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_MOBILE_163_2,Q2_MOBILE_163:Responsive,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_163_1,Q2_CASINO_163:Variety of slots games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_163_2,Q2_CASINO_163:Variety of table games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_163_3,Q2_CASINO_163:Live casino,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_163_4,Q2_CASINO_163:Progressive Jackpots,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_163_1,Q2_SPORTS_BETTING_163:Variety sporting events,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_163_2,"Q2_SPORTS_BETTING_163:Variety of non-sporting events (politics, reality shows, etc.)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_163_3,Q2_SPORTS_BETTING_163:Quality of Odds,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_163_4,Q2_SPORTS_BETTING_163:Progressive Jackpots,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_163_1,Q2_BINGO_163:Variety of bingo rooms (75ball & 90ball),1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_163_2,Q2_BINGO_163:Variety of slots / side / instant win games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_163_3,Q2_BINGO_163:Progressive Jackpots quality,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_163_4,Q2_BINGO_163:Quality of chat hosts,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_163_1,Q2_POKER_163:Variety of games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_163_2,"Q2_POKER_163:Variety & sizes of tournaments (including different speed types, sit & gos, free rolls, satellites)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_163_3,Q2_POKER_163:Number of players & tables,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_163_4,Q2_POKER_163:Bonuses / loyalty program,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_163_5,Q2_POKER_163:Rake amount,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_163_6,Q2_POKER_163:Free Poker / Tutorials,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_163_7,Q2_POKER_163:Stakes amount,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_163_8,Q2_POKER_163:Special events,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_163_9,"Q2_POKER_163:Platform (graphics, personalization, UX)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_163_10,Q2_POKER_163:Security & fraud prevention,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_163_1,Q2_OVERALL_163:Ease of Use,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_163_2,"Q2_OVERALL_163:Bonus & Promotions (based on bonus amount, free / deposit based /  wagering requirements)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
